Index|Headline|Scraped Content|Model Decision|Actual Decision
59|Newly identified stem cells can lure breast cancer to the spine|Newly identified stem cells can lure breast cancer to the spine  Every print subscription comes with full digital access 	Stem cells in the vertebrae secrete a protein that acts as a tumor attractorScientists have discovered a new type of stem cell that forms spinal tissue (in mice, these stem cells and the cells they produce are shown in green).J. Sun et al./Nature 2023By Meghan RosenOctober 13, 2023 at 11:00 amWhen breast cancer spreads, it often targets the spine. Now scientists may have finally discovered why.A newfound kind of stem cell drives cancer cells to bones in the vertebrae, pathologist Matthew Greenblatt of Weill Cornell Medicine in New York City and his colleagues report September 13 in Nature. The find helps explain a long-standing mystery of metastasis: why some cancers break away from their site of origin, journey through the bloodstream and take up residence in the backbone.“This is a major advance in our understanding of bone metastasis,” says Xiang Zhang, a cancer biologist at Baylor College of Medicine in Houston who was not involved with the new study.In people with metastatic breast cancer, some 70 percent experience subsequent bone cancer. And of the bones in the skeleton, cancer cells preferentially seek out vertebrae. For these patients, “spine metastases are one of the most common complications,” Greenblatt says, “and one of the most dreaded.” Tumors that take root in the spine can crush the spinal cord, which houses nerve bundles crucial for body sensation and movement. Such damage can hamper people’s ability to walk and control their bladder and bowels, and shorten their life spans.Doctors have known for decades that some cancers preferentially seek out the spine, Greenblatt says, but no one has had a good explanation for why. One idea proposed in 1940, that actions like coughing jolt blood off course and somehow send cancerous cells to the vertebrae, still hangs on today. It’s what Greenblatt learned when he was a medical student. But for him and his team, “that didn’t make sense to us scientifically.”What did end up making sense was stem cells. The researchers had a hunch that stem cells inside vertebral bones differed from those in other sites in the skeleton, like the long bones in the arms and legs. In the lab, that’s just what they found. Greenblatt’s team pulled out a population of stem cells from mice vertebrae distinctly unlike ones collected from long bones. These new stem cells switched on a separate set of genes and behaved differently in experiments, the researchers found.Until now, scientists didn’t know that these two types of bones held distinct populations of stem cells. “We assumed they were the same,” says Geert Carmeliet, a cell and molecular endocrinologist at KU Leuven in Belgium who was not involved with the work, but wrote an accompanying commentary. The team’s discovery raised the possibility that spinal stem cells might play a role in spinal disease.In one key experiment, Greenblatt’s team transplanted spinal stem cells into one hind leg of mice and long bone stem cells into the other. Each transplant formed miniature bones, or organoids, in the animals’ bodies — a tiny vertebra on the right, for example, and a bit of long bone on the left. Then, the researchers injected breast cancer cells into the mice and watched where they ended up.The cells traveled to the mini vertebra nearly twice as often as they did to the little long bone, as if lured by a cancer-calling Pied Piper. It’s an elegant way to show that “tumor cells preferentially come to the [vertebra] organoid and not to the organoid of the long bone,” Carmeliet says.The newly identified spinal stem cells, found in both mice and humans, secrete a protein called MFGE8 that acts as a tumor attractant, the team discovered, drawing cancer cells to spinal tissue. The protein may not be the only factor involved, Greenblatt says, “but it’s an important one in driving tumor cells to the spine.”It’s possible that blocking MFGE8 could prevent or treat spine metastasis. “I think it’s definitely worth further investigation,” Zhang says. But, he notes, it’s still too early to know what the therapeutic implications may be.Greenblatt’s team is now exploring whether the new stem cells can recruit other types of tumor cells to the spine. When prostate cancer spreads, for example, it also tends to travel to vertebrae over other types of bone. He and his colleagues are also curious whether our bones may be hiding anything else. “We’re starting to think about what other stem cells may be left to discover in the skeleton.”Questions or comments on this article? E-mail us at feedback@sciencenews.org   Reprints FAQA version of this article appears in the November 18, 2023 issue of Science News.J. Sun et al. A vertebral skeletal stem cell lineage driving metastasis. Nature. Vol. 621, September 13, 2023, p. 602. doi: 10.1038/s41586-023-06519-1.G. Carmeliet. Stem cells provide clues to why vertebrae attract tumour cells. Nature. Vol. 621, September 13, 2023, p. 481. doi: 10.1038/d41586-023-02768-2Meghan Rosen is a staff writer who reports on the life sciences for Science News. She earned a Ph.D. in biochemistry and molecular biology with an emphasis in biotechnology from the University of California, Davis, and later graduated from the science communication program at UC Santa Cruz. We are at a critical time and supporting science journalism  is more important than ever. Science News and our  parent organization, the Society for Science, need your help to strengthen  scientific literacy and ensure that important societal decisions are made  with science in mind. Please   subscribe to Science News and add $16 to expand  science literacy and understanding. Science News was founded in 1921 as an independent, nonprofit source of accurate information on the latest news of science, medicine and technology. Today, our mission remains the same: to empower people to evaluate the news and the world around them. It is published by the Society for Science, a nonprofit 501(c)(3) membership organization dedicated to public engagement in scientific research and education (EIN 53-0196483). 				© Society for Science & the Public 2000–2024. All rights reserved.			Subscribers, enter your e-mail address for full access to the Science News archives and digital editions.Not a subscriber? Become one now.|True|True
60|Doctors found a live python parasite in a woman’s brain|could not scrape content|False|True
61|Scientists grow humanized kidneys in pig embryos|could not scrape content|False|True
62|Bone marrow in the skull could be used to monitor Alzheimer’s  MS and more|Bone marrow in the skull could be used to monitor Alzheimer’s, MS and more  Every print subscription comes with full digital access 	Immune cells in the skull may sense and influence brain inflammationThree-dimensional imaging shows that it’s not just veins (large pink structure at left) that run from the skull and into outer protective layer of the human brain (bottom). Small tunnels (small, blue vertical lines, lower right) also connect this layer to the skull.Z.I. Kolabas et al/Cell 2023By Claudia López LloredaSeptember 5, 2023 at 11:00 amCells hidden in the skull may point to a way to detect, diagnose and treat inflamed brains.A detailed look at the skull reveals that bone marrow cells there change and are recruited to the brain after injury, possibly traveling through tiny channels connecting the skull and the outer protective layer of the brain. Paired with the discovery that inflammation in the skull is disease-specific, these new findings collectively suggest the skull’s marrow could serve as a target to track and potentially treat neurological disorders involving brain inflammation, researchers report August 9 in Cell.Immune cells that infiltrate the central nervous system during many diseases and neuronal injury can wreak havoc by flooding the brain with damaging molecules. This influx of immune cells causes inflammation in the brain and spinal cord and can contribute to diseases like multiple sclerosis (SN: 11/26/19). Detecting and dampening this reaction has been an extensive field of research.With this new work, the skull, “something that has been considered as just protective, suddenly becomes a very active site of interaction with the brain, not only responding to brain diseases, but also changing itself in response to brain diseases,” says Gerd Meyer zu Hörste, a neurologist at University of Münster in Germany who was not involved in the study.Ali Ertürk of the Helmholtz Center in Munich and colleagues discovered this potential role for the skull while probing the idea that the cells in skull marrow might behave differently from those in other bones. Ertürk’s team compared the genetic activity of cells in mice skull marrow, and the proteins those cells made, with those in the rodent’s humerus, femur and four other bones, along with the meninges, the protective membranes between the skull and the brain.Cells in the skull, particularly a type of white blood cell called neutrophils, differed from those in other bones but were similar to those in the meninges, the team found. And brain injury widened those differences. In mice with stroke symptoms, the activity in skull cells of genes related to cell migration and inflammation was higher than in other bone cells, suggesting that the cells respond to whatever is happening in the brain.In another experiment, Ertürk and colleagues compared the profile of proteins in human skull cells with those in the pelvis or the vertebra. Skull marrow cells presented brain proteins while the other bones did not. “This tells us that the communication is two-way,” Ertürk says.Those discoveries seemed important, but only if the skull and brain had a way to send cells back and forth. A few years ago, researchers observed connecting “tunnels” between the skull and the meninges in mice and humans (SN: 8/31/18). More recently, another team showed that immune cells from the skull were actually getting into the brains of mice, an observation made again in the new study.To get a better look at the human tunnels, the team used a technique that makes tissue transparent, along with 3-D imaging, to inspect the bone and tissue of people who had died. That revealed a clear path to connect the skull and meninges, something “never been imaged in that much detail in humans before,” says Meyer zu Hörste.The study “shows the connections very beautifully,” he says, “but how functionally relevant they are still needs to be studied.”The team did track the location and levels of neuroinflammation in the skulls of people who have Alzheimer’s disease, stroke or multiple sclerosis using PET imaging. The pattern of skull inflammation was different with each disease. For example, in people with MS, there was a huge inflammation signal at the base of the skull, which was not present in people with stroke or Alzheimer’s.“The inflammatory signature was moving depending on the nature of the neurological disorder,” says Ilgin Kolabas, a neuroscientist in Ertürk’s lab. The signal even increased in specific regions in the skulls of people with Alzheimer’s, a possible sign of the progression of the disease.Because these signals might be mirroring what is happening in the brain, they could serve as a proxy for neuroinflammation, Kolabas says. The team anticipates these findings could help with both diagnosis and treatment of stroke, Alzheimer’s and other neurological disorders using less invasive methods than spinal taps or other alternatives.But the technology is still not sufficiently advanced for that yet; future studies need to address whether skull inflammation can actually be measured and targeted to attack brain diseases, Meyer zu Hörste says. “There is a lot of work left to be done.”Questions or comments on this article? E-mail us at feedback@sciencenews.org   Reprints FAQZ.I. Kolabas et al. Distinct molecular profiles of skull bone marrow in health and neurological disorders. Cell. Published online August 09, 2023. doi: 10.1016/j.cell.2023.07.009. We are at a critical time and supporting climate journalism is more important than ever. Science News and our parent organization, the Society for Science, need your help to strengthen environmental literacy and ensure that our response to climate change is informed by science.    Please  subscribe to Science News and add $16 to expand science literacy and understanding. Science News was founded in 1921 as an independent, nonprofit source of accurate information on the latest news of science, medicine and technology. Today, our mission remains the same: to empower people to evaluate the news and the world around them. It is published by the Society for Science, a nonprofit 501(c)(3) membership organization dedicated to public engagement in scientific research and education (EIN 53-0196483). 				© Society for Science & the Public 2000–2024. All rights reserved.			Subscribers, enter your e-mail address for full access to the Science News archives and digital editions.Not a subscriber? Become one now.|True|True
63|Mexican virologist Susana López Charretón uncovered rotaviruses’ secrets|could not scrape content|False|True
64|‘Milking’ umbilical cords may help some sickly newborns|An official website of the United States government The .gov means it’s official.              Federal government websites often end in .gov or .mil. Before             sharing sensitive information, make sure you’re on a federal             government site.            The site is secure.              The https:// ensures that you are connecting to the             official website and that any information you provide is encrypted             and transmitted securely.           Your access to PubMed Central has been blocked because you are using an automated process to retrieve content from PMC, in violation of the terms of the PMC Copyright Notice.Use of PMC is free, but must comply with the terms of the Copyright Notice on the PMC site. For additional information, or to request that your IP address be unblocked, please send an email to PMC. For requests to be unblocked, you must include all of the information in the box above in your message.Connect with NLMNational Library of Medicine 8600 Rockville Pike                   Bethesda, MD 20894Web Policies FOIA HHS Vulnerability DisclosureHelp Accessibility Careers|True|True
65|A new device can detect the coronavirus in the air in minutes|A new device can detect the coronavirus in the air in minutes  Every print subscription comes with full digital access 	The detector is about as sensitive as a PCR test but quickerA coronavirus detector (illustrated in a 3-D rendering of a proposed final design) can sense airborne SARS-CoV-2, the virus that causes COVID-19, in just five minutes.Joseph Puthussery/Washington Univ. in St. LouisBy Tina Hesman SaeyJuly 16, 2023 at 7:00 amIf you’ve ever thought it would be great to walk into a room and know whether the virus that causes COVID-19 is hanging around, scientists have a device for you. Researchers have created a machine a little bigger than a toaster that can detect airborne SARS-CoV-2 coronavirus in minutes.It takes only five minutes to detect as few as seven to 35 viral particles per liter of air, researchers report July 10 in Nature Communications. That is about as sensitive as PCR nasal swab tests, says Rajan Chakrabarty, an aerosol scientist at Washington University in St. Louis. His team worked “nonstop” for three years to create the detector, he says.One of the main challenges when sampling airborne viruses is collecting enough air to concentrate viral particles at detectable levels. Previous attempts have sucked in between 2 and 8 cubic meters of air per minute. This detector pulls in 1,000 cubic meters of air each minute.To trap the virus, “we create an artificial cyclone inside of the sampler,” Chakrabarty says, by swirling liquid at high speed. Viruses get trapped in the wall of the cyclone and concentrated for analysis. Any viruses not captured in the liquid get filtered out of the air with a HEPA filter attached to the device. After five minutes of collection, the liquid is pumped to a biosensor.The biosensor consists of an electrode attached to a llama nanobody, a specialized immune system protein made by llamas and their relatives that fights infections much the way antibodies do but is smaller and perhaps tougher than human antibodies (SN: 9/14/20). The nanobody grabs any passing coronavirus by its spike protein. Electricity passing through the nanobody and spike protein causes tyrosine amino acids in the spike protein to oxidize, or lose electrons. Another device attached to the electrode detects that oxidation as a change in voltage, signaling that SARS-CoV-2 is in the air.  The biosensor is based on a detector for the amyloid-beta protein fragments that form Alzheimer’s disease plaques developed by Chakrabarty’s colleagues Carla Yuede and John Cirrito. To test the detector, the researchers sent the device to the apartments of two people who had COVID-19 infections. “The device was detecting even the trace amounts of virus being shed by the patients,” Chakrabarty says. Air collected from an empty, well-ventilated conference room showed no sign of the virus.“They’ve demonstrated that it works. It’s able to detect [the] virus at low levels that we would be concerned about in the air,” says Linsey Marr, an aerosol scientist at Virginia Tech in Blacksburg who studies the spread of viruses. She was not involved in the study but is working on a detector, too.There are still some challenges to overcome. For instance, the device is about as noisy as a vacuum cleaner or a ringing phone. That’s probably too loud to use continuously in a classroom or office, Marr says, but could be tolerated if run for 10 minutes.Such detectors cost about $1,400 to $1,900 to build in a research lab, Chakrabarty says. Commercial versions may initially be too expensive for home use, Marr says, but could be used in hospitals, airports and other public areas to survey for the virus. The devices could be linked into HVAC systems, which could ramp up ventilation and filtration if the virus is found, Marr and Chakrabarty suggest.In the future, Chakrabarty hopes to add llama nanobodies that can detect other respiratory viruses as well, such as influenza or respiratory syncytial virus.Questions or comments on this article? E-mail us at feedback@sciencenews.org   Reprints FAQThis story was updated July 25, 2023, to correct the units used to measure air intake. Air intake is measured in cubic meters per minute, not liters per minute. A version of this article appears in the August 12, 2023 issue of Science News.J.V. Puthussery et al. Real-time environmental surveillance of SARS-CoV-2 aerosols. Nature Communications. Published online July 10, 2023. doi: 10.1038/s41467-023-39419-z.Tina Hesman Saey is the senior staff writer and reports on molecular biology. She has a Ph.D. in molecular genetics from Washington University in St. Louis and a master’s degree in science journalism from Boston University. We are at a critical time and supporting science journalism  is more important than ever. Science News and our  parent organization, the Society for Science, need your help to strengthen  scientific literacy and ensure that important societal decisions are made  with science in mind. Please   subscribe to Science News and add $16 to expand  science literacy and understanding. Science News was founded in 1921 as an independent, nonprofit source of accurate information on the latest news of science, medicine and technology. Today, our mission remains the same: to empower people to evaluate the news and the world around them. It is published by the Society for Science, a nonprofit 501(c)(3) membership organization dedicated to public engagement in scientific research and education (EIN 53-0196483). 				© Society for Science & the Public 2000–2024. All rights reserved.			Subscribers, enter your e-mail address for full access to the Science News archives and digital editions.Not a subscriber? Become one now.|True|True
66|The first gene therapy for muscular dystrophy has been approved for some kids|U.S. Food and Drug AdministrationFDA Approves First Gene Therapy for Treatment of Certain Patients with Duchenne Muscular Dystrophy  The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you're on a federal government site.The site is secure. The https:// ensures that you are connecting to the official website and that any information you provide is encrypted and transmitted securely.FDA News Release EspañolToday, the U.S. Food and Drug Administration approved Elevidys, the first gene therapy for the treatment of pediatric patients 4 through 5 years of age with Duchenne muscular dystrophy (DMD) with a confirmed mutation in the DMD gene who do not have a pre-existing medical reason preventing treatment with this therapy. “Today’s approval addresses an urgent unmet medical need and is an important advancement in the treatment of Duchenne muscular dystrophy, a devastating condition with limited treatment options, that leads to a progressive deterioration of an individual’s health over time,” said Peter Marks, M.D., Ph.D., director of the FDA’s Center for Biologics Evaluation and Research. “The FDA remains committed to facilitating the development of innovative new therapies to reduce the impact of debilitating diseases and to improve outcomes and quality of life for those affected.”Duchenne muscular dystrophy is a rare and serious genetic condition which worsens over time, leading to weakness and wasting away of the body’s muscles. The disease occurs due to a defective gene that results in absence of dystrophin, a protein that helps keep the body’s muscle cells intact. As a result of this genetic defect, individuals with DMD may have symptoms such as trouble walking and running, falling frequently, fatigue, learning disabilities/difficulties, heart issues as a result of impact on heart muscle functioning, and breathing problems due to weakening of respiratory muscles involved in lung function. Symptoms of muscle weakness associated with DMD typically begin in childhood, often between 3 to 6 years of age. DMD mainly affects males and in rare cases may affect females. About one in every 3,300 boys are affected by this disorder. As the disease progresses, life-threatening heart and respiratory problems can occur. Although disease severity and life expectancy vary, patients often succumb to the disease in their 20s or 30s because of heart and/or respiratory failure. Most current treatment approaches address the symptoms of the disease, but not its underlying genetic cause. Treatments include corticosteroid medications to slow down the progression of muscle weakness, stretching and exercise programs, and use of equipment such as braces or a wheelchair as walking becomes more difficult. Antisense oligonucleotides (ASOs) facilitate exon skipping for specific DMD gene mutations, but the ASOs can only address a minority of the gene mutations and require repeated administration.  Elevidys is a recombinant gene therapy designed to deliver into the body a gene that leads to production of Elevidys micro-dystrophin, a shortened protein (138 kDa, compared to the 427 kDa dystrophin protein of normal muscle cells) that contains selected domains of the dystrophin protein present in normal muscle cells. The product is administered as a single intravenous dose. Elevidys was approved through the Accelerated Approval pathway, under which the FDA may approve drugs for serious or life-threatening diseases where there is an unmet medical need and the drug is shown to have an effect on a surrogate endpoint that is reasonably likely to predict clinical benefit to patients (improving how patients feel or function, or whether they survive longer), or an effect on a clinical endpoint that can be measured earlier than irreversible morbidity or mortality that is reasonably likely to predict an effect on irreversible morbidity or mortality or other clinical benefit. This pathway generally provides patients earlier access to promising new drugs while the company conducts clinical trials to verify the predicted clinical benefit.The FDA granted approval based on an evaluation of data submitted by the sponsor. In one study which involved two parts, individuals in part 1—which was randomized, double-blind, and placebo-controlled—were treated with either Elevidys or placebo and followed for 48 weeks. In part 2 of the study, individuals who received placebo during part 1 were treated with Elevidys, and individuals treated with Elevidys during part 1 received a placebo. All individuals were followed for an additional 48 weeks. The accelerated approval of Elevidys was based on data from the randomized clinical trial that established that Elevidys increased the expression of the Elevidys micro-dystrophin protein observed in Elevidys-treated individuals aged 4 to 5 years with DMD. The FDA concluded that the data submitted by the applicant demonstrated that an increase in this surrogate endpoint (expression of Elevidys micro-dystrophin) is reasonably likely to predict clinical benefit in individuals 4 to 5 years of age with DMD who do not have significant pre-existing antibody titers against the AAV rh74 vector or have other contraindications based on the inclusion criteria of the clinical trials. In making this decision, the FDA considered the potential risks associated with the drug, the life-threatening and debilitating nature of the disease for these children, and the urgent unmet medical need. A clinical benefit of Elevidys, including improved motor function, has not been established. As a condition of approval, the FDA is requiring the company to complete a clinical study to confirm the drug’s clinical benefit. The required study is designed to assess whether Elevidys improves physical function and mobility in ambulatory DMD patients with a confirmed mutation in the DMD gene. The study is ongoing and fully enrolled. The agency will review the data from this trial as quickly as possible to consider if further action, such as a revised indication or withdrawal of Elevidys, may be necessary.The most commonly reported side effects by individuals who received Elevidys were vomiting, nausea, acute liver injury, pyrexia (fever) and thrombocytopenia (abnormally low platelet count in the blood). Patients’ liver function should be monitored before treatment with Elevidys, and weekly for the first three months after treatment. Patients given Elevidys may also be at risk for severe immune-mediated myositis (muscle inflammation). Additionally, myocarditis (inflammation of heart muscle) and elevations of troponin-I (a heart protein found in the blood after heart muscle injury) have been observed following use of Elevidys in clinical trials. Troponin-I levels should be monitored before administration of Elevidys and weekly for the first month after treatment. The FDA granted accelerated approval of Elevidys to Sarepta Therapeutics, Inc.###The FDA, an agency within the U.S. Department of Health and Human Services, protects the public health by assuring the safety, effectiveness, and security of human and veterinary drugs, vaccines and other biological products for human use, and medical devices. The agency also is responsible for the safety and security of our nation’s food supply, cosmetics, dietary supplements, products that give off electronic radiation, and for regulating tobacco products.06/23/2023  More Press Announcements|True|True
67|Deblina Sarkar is building microscopic machines to enter our brains|Deblina Sarkar is building microscopic machines to enter our brains  Every print subscription comes with full digital access 	She dreams of using the ultratiny devices to cure brain diseasesDeblina Sarkar wants to develop miniature machines that may one day help treat Alzheimer’s disease, Parkinson’s disease and other neurological afflictions.Jimmy Day, MIT Media LabBy Nikk OgasaMay 23, 2023 at 8:00 amDeblina Sarkar makes little machines, for which she has big dreams. The machines are so little, in fact, that they can humbly inhabit living cells. And her dreams are so big, they may one day save your mind.Sarkar is a nanotechnologist and assistant professor at MIT. She develops ultratiny electronic devices, some smaller than a mote of dust, that she hopes will one day enter the brain. She’s also a fan of Kung Fu movies and likes to dance her own twist on bharata natyam, a classical Indian dance form. Occasionally she goes hiking with her graduate students, once taking them as far as Yellowstone. Building camaraderie is vital, Sarkar says. But “I’m probably working day and night on my research,” she confesses. “There is an urgent problem at hand.”That problem is Alzheimer’s disease, Parkinson’s disease and other neurological afflictions that assault the minds of millions of people worldwide. Sarkar’s solution: Employ minute machines to detect and reverse these disorders.“She was always interested in applying … electronics to biological systems,” says collaborator and bioengineering researcher Samir Mitragotri of Harvard University, who has known Sarkar for about a decade and was on her thesis committee. She envisions using her tools to “transform how people are conducting biology,” he says, “bridging the worlds.”Born in Kolkata, India, Sarkar credits both of her parents as early inspirations. Her boldness as a researcher comes from her mother, who as a young woman defied social norms in her village by working to fund her own education and speaking out against the dowry system. Meanwhile, Sarkar’s father sparked her fascination for engineering.At the age of 15, he abandoned his dreams of becoming an engineer to find other jobs; he needed to support his parents and the rest of his family after his father, an Indian freedom fighter, was shot in the leg and could no longer work. Still, Sarkar recalls her father finding time for his passion, fashioning devices to make home life more convenient. These included an electricity-free washing machine and vehicles that could freight hefty loads down local byroads to their house.“That got me very, very interested in science and technology,” Sarkar says. “Engineering specifically.”After earning a bachelor’s degree in electrical engineering from the Indian Institute of Technology Dhanbad, Sarkar moved to California to study nanoelectronics at the University of California, Santa Barbara. There, she tested new ways to create nanodevices that could reduce the amount of power consumed by computers and other everyday electronics.One standout device Sarkar developed during her graduate work was a transistor that reduced the amount of power lost as heat by 90 percent compared with some of today’s most common silicon transistors (SN: 3/18/22). For the breakthrough, UC Santa Barbara awarded Sarkar’s Ph.D. dissertation the Lancaster Award for its impact in advancing math, physical sciences and engineering.Along the way, Sarkar became fascinated with the brain, which she calls “the lowest energy computer.” A project imaging amyloid-beta plaques as a postdoc at MIT opened the door to fusing her dual interests, and she stayed on as an assistant professor to found the Nano-Cybernetic Biotrek group. Her group develops nanodevices that can interface with living cells, and “neuromorphic” computing devices, which have architectures inspired by the human brain and nervous system.  So far, the group’s most innovative device may be the Cell Rover, a flat antenna that could monitor processes inside cells. For a study reported in 2022, Sarkar and her colleagues used magnetic fields to finesse a Cell Rover, roughly the size of a tardigrade, into a mature frog egg cell. The team demonstrated that when stimulated by a magnetic field created by an alternating current, molecules in the nanodevice vibrated at frequencies safe for living cells. Using a wire coil receiver, the researchers were able to detect how those vibrations affected the device’s own magnetic field, thus showing it could communicate with the outside world. Cell Rovers could be outfitted with films that latch onto and detect select proteins or other biomolecules.Sarkar envisions using the device to spot misfolded proteins in the brain that may be early signs of Alzheimer’s disease. Today, memory loss is the only way to know a living person has Alzheimer’s, but by then, the damage is irreversible, Sarkar says. Cell Rovers could also be paired with nanodevices that harvest energy from and electrically stimulate cells, opening the door for new types of brain electrodes and subcellular pacemakers. Or fleets of remotely controlled devices could replace invasive surgeries — detecting a small tumor growing in the brain, for example, and maybe even killing it.She’s essentially establishing a new field of science, at the intersection of nanoelectronics and biology, Mitragotri says. “There are many opportunities for the future.”One day, Sarkar hopes to insert nanodevices between human neurons to boost the computing speed of the fleshy processor already in our skulls. Our brains are remarkable, she says, but “we could be better than what we are.”Deblina Sarkar is one of this year’s SN 10: Scientists to Watch, our list of 10 early and mid-career scientists who are making extraordinary contributions to their field. We’ll be rolling out the full list throughout 2023. Want to nominate someone for the SN 10? Send their name, affiliation and a few sentences about them and their work to sn10@sciencenews.org.Questions or comments on this article? E-mail us at feedback@sciencenews.org   Reprints FAQThis story was updated on Nov. 9, 2023 to correct a typo in bharata natyam.B. Joy et al. Cell Rover—a miniaturized magnetostrictive antenna for wireless operation inside living cells. Nature Communications. Vol. 13, September 22, 2022. doi: 10.1038/s41467-022-32862-4.D. Sarkar et al. Revealing nanostructures in brain tissue via protein decrowding by iterative expansion microscopy. Nature Biomedical Engineering. Vol. 6, August 29, 2022, p. 1057. doi: 10.1038/s41551-022-00912-3.D. Sarkar et al. A subthermionic tunnel field-effect transistor with an atomically thin channel. Nature. Vol. 526, September 30, 2015. doi: 10.1038/nature15387.Nikk Ogasa is a staff writer who focuses on the physical sciences for Science News. He has a master's degree in geology from McGill University, and a master's degree in science communication from the University of California, Santa Cruz. We are at a critical time and supporting climate journalism is more important than ever. Science News and our parent organization, the Society for Science, need your help to strengthen environmental literacy and ensure that our response to climate change is informed by science.    Please  subscribe to Science News and add $16 to expand science literacy and understanding. Science News was founded in 1921 as an independent, nonprofit source of accurate information on the latest news of science, medicine and technology. Today, our mission remains the same: to empower people to evaluate the news and the world around them. It is published by the Society for Science, a nonprofit 501(c)(3) membership organization dedicated to public engagement in scientific research and education (EIN 53-0196483). 				© Society for Science & the Public 2000–2024. All rights reserved.			Subscribers, enter your e-mail address for full access to the Science News archives and digital editions.Not a subscriber? Become one now.|True|True
68|A brain implant helped a man with paralysis walk more naturally|News: Brain Implants Allow Paralyzed Man to... (The New York Times) - Behind the headlines  An official website of the United States government The .gov means it’s official.              Federal government websites often end in .gov or .mil. Before             sharing sensitive information, make sure you’re on a federal             government site.            The site is secure.              The https:// ensures that you are connecting to the             official website and that any information you provide is encrypted             and transmitted securely.           Media coverage of health and science topicsIn a new study, researchers describe a device that connects the intentions of a paralyzed patient to his physical movements.Research findings and data from the National Library of MedicineA spinal cord injury interrupts the communication between the brain and the region of the spinal cord that produces walking, leading to paralysis1,2. Here, we …Spinal cord injury leads to severe locomotor deficits or even complete leg paralysis. Here we introduce targeted spinal cord stimulation neurotechnologies that enabled vo …Epidural electrical stimulation (EES) targeting the dorsal roots of lumbosacral segments restores walking in people with spinal cord injury (SCI). However, EES is deliver …Additional recent and related newsMultiple clinical trial participants who have severe spinal injuries were able to stand, walk, and perform specific activities after just one day of using an implant surgically embedded in their spines.An experimental, pacemaker-like device offers hope for treating spinal injuries.Precisely timed electrical stimulation and intensive rehabilitation restore some capacity to walk among three men more than four years after their debilitating injuries.Experimental devices implanted in a paralyzed man's brain and spine communicate wirelessly and enhance his ability to walk and climb stairs, a paper in Nature found.Two patients can walk short distances on crutches after having pulses beamed into their spinesConnect with NLMNational Library of Medicine 8600 Rockville Pike                   Bethesda, MD 20894Web Policies FOIA HHS Vulnerability DisclosureHelp Accessibility Careers|True|True
